M_ItemCode;M_ItemDesc;ItemType;ItemGroup;ItemCategoryID;ItemCategoryName;BaseUoM;SalesUOM;PurchaseUOM
1130309945;ELECSYS AMH PLUS - 8819061190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309955;ARCH ANTI HCV CALIB. - 6C37.02;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309885;ASO MISPA i3  - 52014004 ( 30 TEST );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309886;RF MISPA i3 - 52014010 ( 30 TEST );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309889;ARCHITECT HOMOCYSTEINE 100 T  ( 1L71.27 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309890;ARCH  ANTI HCV 100 T - 6C37.28 ;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309891;ARCHITECT CA 15 - 3 100 T (  2K44.27 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309892;ARCHITECT CA 125 II 100 T  ( 2K45.29 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309893;ARCHITECT CA 19 - 9 XR 100 T ( 2K91.32 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309894;ARCH  PRE TRIGGER SOL 1.0 L -  6E23.68 ;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOX
1130309895;ARCHITECT SCC 100 T ( 8D18.28 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309896;ALINITY TRIGGER SOLUTION  - 6P11.70 ;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOX
1130309910;WASHING SOLUTION 1 X 50 ML (  MISPA ) - 54045003;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309911;PROTEIN CONTROL BI LEVEL 2 X 1 ML  ( MISPA ) - 51614007;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309954;ARCH FREE T3 CALIB - 7K63.02;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310003;ELECSYS AFP 100 T - 9015060190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310004;ELECSYS HIV COMBI 100 T - 8924163190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310005;HISCL HIV Ag + Ab CALIBRATOR SYSMEX  ( CR-990-268 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310006;HISCL HIV Ag + Ab ASSAY KIT SYSMEX ( BB-765-818 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309876;VIDAS DENGUE NS1 Ag  60 TEST - 423077;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309877;VIDAS ANTI DENGUE IgG  60 TEST - 423079;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130310009;HUMAN IRISIN ELISA KIT 96 TEST - ELABSCIENSE ( E-EL-H6120 );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130310015;DENGUE NS 1 Ag RAPID - MRIN;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130310029;MY FOOD PROFILE ADVANCED - DETERMINATION OF IgG ANTIBODIES AGAINST 216 FOOD EUROIMMUN - NP 7124;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130310033;QC TB - IGRA LEVEL 2;ST_IMMUN;ST_IMUNO;2;Inventaris;VIAL;VIAL;VIAL
1130310034;HIV 1/2/O TRILINE RAPID 40 TEST / KIT  - ANSWER (KAT. L031-11413V );ST_IMMUN;ST_IMUNO;1;Persediaan;TES;TES;KIT
1130309828;COBAS CRP HS - 4628918190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309887;PROBE CLEANER  MISPA  i3 ( ISI 10 VIAL ) - 52014050 ;ST_IMMUN;ST_IMUNO;2;Inventaris;VIAL;VIAL;KIT
1139800942;"INCUBATION TRAY , BLACK 30 CHANNEL - CAT. ZD 9897-0130";ST_IMMUN;ST_CL;2;Inventaris;PCS;PCS;PCS
1130309922;ELECSYS PTH - 11972103122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309923;ELECSYS PTH CALSET - 11972219122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309924;β - 2 MICROGLOBULIN CONTROL SET - 11729683216;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309925;β - 2 MICROGLOBULIN CALIBRATOR;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309912;HCV RAPID TEST CASSETTE  (  IHCV C 31 ) - RIGHT SIGN;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309996;HISCL DILUENT SYSMEX - 20 ML X 1  ( CS617657 );ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130309997;HISCL LINE WASHING SOLUTION SYSMEX - 10 LITER ( 06443416 );ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130309998;HISCL WASHING SOLUTION SYSMEX - 2 LITER ( CH219079 );ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130309999;HISCL PROBE WASHING SOLUTION SYSMEX -  250 ML X 2 ( 05425414 );ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;KIT
1130310000;HISCL HBS Ag CALIBRATOR  SYSMEX - 1 ML X 6 ( 05423111 );ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130310001;HISCL SUBSTRATE REAGENT SET SYSMEX  ( 06443319 );ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130310002;HISCL HBS Ag ASSAY KIT - 100 T / KIT ( CH617178 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130310007;HBs Ag ( FAST CLEAR Q ) - STANDART BIOSENSOR  REF. FCQ-HB-01G;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309916;QIAREACH  QUANTIFERON TB - 50 SET;ST_IMMUN;ST_IMUNO;2;Inventaris;SET;SET;SET
1130309703;LEPTOSPIRA IgM;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309995;FREND CARDIAG MARKER CONTROL FD  ( FIC CMFD ) - NANO ENTEK;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;KIT
1139800754;REAGENT TRAY FOR INCUBATION SLIDE CONTAINING UP TO 10 FIELDS ZZ 9999-0110 ;ST_IMMUN;ST_IMUNO;1;Persediaan;PCS;PCS;PCS
1130309700;ARCHITECH CYFRA 21-1 CALIBRATOR - 2P55.01;SUPPLIES;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309699;ARCHITECH CYFRA21-1 CONTROL - 2P55.10;SUPPLIES;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309698;ARCHITECH CYFRA 21-1  100 T - 2P55.25;SUPPLIES;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309702;ARCH HAVAB IgM CTRL - 6C30.11;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309701;ARCH HAVAB IgM  REAGENT - 6C30.27;SUPPLIES;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130200814;ELECSYS hGH CALLSET ( 5390133190 );ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130200813;ELECSYS hGH - 7027486190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309327;WASHING SOLUTION FOR 5 X 500 ML - ZP 3002 0511;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309299;"CONDUCTIVE TIPS 300,EUROIMMUN AG";"";ST_IMUNO;;;PAK;PAK;PAK
1130309300;"CONDUCTIVE TIPS 1100,EUROIMMUN AG";"";ST_IMUNO;;;PAK;PAK;PAK
1130309297;CHLAMYDIA IgG - EL 2191 9601 G - EUROIMMUN AG;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309298;CHLAMYDIA IgM - EL2191 9601 M - EUROIMMUN AG;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309301;"DEEPWELL PLATE,EUROIMMUN AG";"";ST_IMUNO;;;PAK;PAK;PAK
1130309324;SHRIMP / UDANG ( F024 - 0110 );ST_IMMUN;ST_IMUNO;2;Inventaris;TES;TES;TES
1130200598;ELECSYS DILUENT MULTIASSAY -  03609987190;ST_IMMUN;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130309282;ELECSYS FREE T4 GEN 2 200T - 6437281190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309281;ELECSYS AMH PRECI CTRL - 6709966190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309280;ELECSYS AMH CALLSET - 6331084190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309279;ELECSYS AMH  100 T  - 6331076190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1139900898;ACCU CHECK ACTIVE 50 STRIP ( ROCHE ) - 06656757;ST_IMMUN;ST_CE;2;Inventaris;PAK;PAK;PAK
1139900897;BLOOD LANCET - ACCU CHECK SOFTCLIX ISI 200 ( ROCHE );ST_IMMUN;ST_CE;2;Inventaris;PAK;PAK;PAK
1139900896;ALAT MONITOR GULA DARAH - ACCU CHECK ACTIVE ( ROCHE );ST_IMMUN;ST_CE;2;Inventaris;PCS;PCS;PCS
1130309276;DELFIA WASH CENCENTRATE - 3014-0010;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309275;DELFIA INDUCER - 3027-0010;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309252;ELECSYS PRECICONTROL ANTI HAV IgM - 11876368122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309273;VIDAS ANTI HCV - 30308;ST_IMMUN;ST_IMUNO;2;Inventaris;STRIP;STRIP;STRIP
1130309428;RF DIALAB 100 T - 603409;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309427;ASTO DIALAB 100 T - 603401;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309426;PROTEIN TOTAL IN  URINE / CSF DIALAB 100 T - D03200;ST_IMMUN;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130309425;DENGUE IgG / IgM  RAPID - ONCOPROBE;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309424;FREE TESTOSTERON ACCU BIND 96 T;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309422;ALLERGEN SPECIFIC IgE DETECTION KIT;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309423;CRP DIALAB100T - 603407;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309421;ANTI HCV IgM ACCUDIAG ELISA 96 T;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309420;ARCH SCC CONTROL - 8D18.11;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309419;ARCH SCC CALIBRATOR - 8D18.02;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309418;ARCH RUBELLA IgM CONTROL - 6C18.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309417;ARCH RUBELLA IgM CALIBRATOR - 6C18.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309416;ARCH RUBELLA IgM 100 T - 6C18.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309415;ARCH RUBELLA IgG CONTROL - 6C17.12;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309414;ARCH RUBELLA IgG CALIBRATOR - 6C17.02;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309413;ARCH RUBELLA IgG 100 T - 6C17.28;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309412;ARCH CA 125 CONTROL - 2K45.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309411;ARCH CA 125 CALIBRATOR - 2K45.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309410;ARCH CA 15-3 CONTROL - 2K44.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309409;ARCH CA 15-3 CALIBRATOR - 2K44.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130305031;PLASTIK EUROLINE - ZD 9885 - 0116;ST_IMMUN;ST_IMUNO;2;Inventaris;PCS;PCS;PCS
1130305030;KERTAS HIJAU EUROLINE - ZD 8990 - 0101;ST_IMMUN;ST_IMUNO;2;Inventaris;PCS;PCS;PCS
1130305029;CRAB  - EP - F023 - 0110;ST_IMMUN;ST_IMUNO;2;Inventaris;TES;TES;TES
1130309277;DENGUE  IGG-IGM 25 TEST - IMMUNOQUICK;ST_IMMUN;ST_IMUNO;1;Persediaan;TES;TES;TES
1130309430;RF KUANTITATIF 30 T - AGAPE;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309429;ASO KUANTITATIF 30 T - AGAPE;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309408;ARCH CA15-3 100 T - 2K44.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309407;ARCH FSH CALIBRATOR - 7K75.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309406;ARCH FSH 100 T - 7K75.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309405;ARCH ANTI HBC IgM CALIBRATOR - 6C33.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309287;CHLAMYDIA TRAC. IgG DEMEDITEC -  DE3810;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309289;ANA HEP SCREEN DEMEDITEC - DE7020;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309371;ARCH CORTISOL CALIBRATOR - 8D15.02;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309372;ELECSYS CORTISOL  - 11875116122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309374;ELECSYS CORTISOL CALSET - 11875124122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309376;ELECSYS Tg II  CALSET - 6445900190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309377;ELECSYS PROGESTERON 100 T - 12145383122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309378;ELECSYS PROGESTERON CALSET - 12145391122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309388;ELECSYS B - CROSSLAPS CALSET  - 11972316122;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309389;ARCH FREE PSA 100 T - 7K71.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309390;ARCH HOMOCYSTEIN 100 T - 1L71.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309391;ARCH HE - 4 100 T - 2P54.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309392;ARCH LH 100 T - 2P40.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309393;ARCH LH CALIB - 2P40.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309394;ARCH CA 19-9 XR 100 T - 2K91.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309395;ARCH CA 19-9 XR CTRL - 2K61.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309396;ARCH CA 19-9 XR CALIB - 2K91.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309397;ARCH TOTAL PSA CONTROL - 7K10.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309398;ARCH FERRITIN 100 T - 7K59.25;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309399;ARCH FERRITIN CTRL - 7K59.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309400;ARCH FERRITIN CALIB - 7K59.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309401;ARCH HAVAB IgM CTRL - 6C30.10;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309402;ARCH HAVAB IgM CALIB - 6C30.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309403;ARCH ANTI HBc IgM 100 T - 6C33.C25;ST_IMMUN;ST_IMUNO;2;Inventaris;KT;KT;KT
1130309441;RF LATEX 50 TEST;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309956;ELECSYS FOLATE III 100 TEST - 7559992190;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309866;VIDAS ANTI DENGUE IgM  60 TEST - 423078;ST_IMMUN;ST_IMUNO;1;Persediaan;TES;TES;KIT
1130309908;COVID - 19  ( SARS -CoV-2 ) ANTIGEN  - COLLOIDAL GOLD;ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309944;ARCH AFP CALIB - 3P36.01;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309948;ELECSYS FERRITIN CALLSET - 3737586190;ST_IMMUN;ST_IMUNO;2;Inventaris;SET;SET;KIT
1130309947;ELECSYS FERRITIN 300 TEST - 7027273190;ST_IMMUN;ST_IMUNO;1;Persediaan;KIT;KIT;KIT
1130309949;ELECSYS VITAMIN D TOTAL III CALSET 4 x 1 ML  - 9038116190;ST_IMMUN;ST_IMUNO;2;Inventaris;SET;SET;KIT
1130309950;ELECSYS PRECICONTROL VITAMIN D TOTAL III - 9038124190;ST_IMMUN;ST_IMUNO;2;Inventaris;SET;SET;KIT
1130309946;ELECSYS VITAMIN D TOTAL III - 9038078190;ST_IMMUN;ST_IMUNO;2;Inventaris;KIT;KIT;KIT
1130309952;VIDAS PTH  ( 42201 );ST_IMMUN;ST_IMUNO;2;Inventaris;STRIP;STRIP;STRIP
1130309872;COVID 19 - ANTIGEN RAPID TEST CASSETTE RIGHT SIGN ( NASOPHARYNGEAL SWAB );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;TEST
1130309871;RAPID SARS COV - 2 ANTIGEN BOSON  ( IN40C5 );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309881;ALINITY I ANTI HCV REAGEN KIT - 8P06.23 ;ST_IMMUN;ST_IMUNO;1;Persediaan;CATRIDGE;CATRIDGE;KIT
1130309883;VIDAS PCT - PRO CALCITONIN  60 T -  ( 30450 );ST_IMMUN;ST_IMUNO;1;Persediaan;TEST;TEST;KIT
1130309897;ALINITY PRE TRIGGER SOLUTION - 6P12.70 ;ST_IMMUN;ST_IMUNO;2;Inventaris;BOTOL;BOTOL;BOX
