M_ItemID;M_ItemCode;M_ItemDesc;Nat_ItemItemType;M_ItemItem_CategoryID;M_ItemInventoryCode;Nat_ItemItemGroup;M_ItemNat_GroupID;M_ItemNat_SubGroupID;M_ItemFa_ClassID;Nat_ItemBaseUOM;M_ItemItem_UnitID;M_ItemIsActive;M_ItemCreated;M_ItemLastUpdated;M_ItemM_UserID
100;1139902058;AMPLOP HASIL ( LABORATORUM MEDIS  );CETAKAN;2;;ST_CETAK;;;;LEMBAR;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
101;1130400539;ASAM ASETAT 6% - 1000 ML;ST_KIMIA;2;;ST_ULFL ;;;;BOTOL;;Y;2025-02-14 11:05:12;2025-02-10 11:09:00;500
102;1130309909;ELECSYS PRECI CTRL HIV G2 - 6924107190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
103;1139902089;LETTER STEMPEL - 4929;ST_UMUM;2;;ST_UMUM;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
104;1130309917;DENGUE IgM / IgG FIA - SD BIOSENSOR ( 10DEN20D );ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
105;1130208944;TINA QUANT A β-2 MICROGLOBULIN  - 11660551216;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
106;1130309920;FEBRILE NEGATIVE CONTROL -  POLYVALENT NEGATIVE 1 x 1ml  FORTRESS  - FEBNCO01;ST_IMMUN;2;;ST_IMUNO;1;6;;VIAL;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
107;1130309921;FEBRILE POSITIVE  CONTROL -  POLYVALENT POSITIVE 1 x 1ml  FORTRESS  - FEBPCO01;ST_IMMUN;2;;ST_IMUNO;1;6;;VIAL;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
108;1130500829;"PEWARNA SAFRANIN 0,25 % - 100 ML";REAGEN;1;;ST_MIKRO;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
109;1139800945;WELLNESS C BALL MINI 100 Gr;SUPPLIES;1;;ST_LK;;;;PACK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
110;1139800948;TUBE HEPARIN 4 ML - KANG JIAN ( KJH040SH );SUPPLIES;1;;ST_LK;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
111;1139800949;TUBE GLUCOSE 3 ML - KANG JIAN  ( KJ030FX );SUPPLIES;1;;ST_LK;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
112;1130309930;HIV 1.2.0 RAPID TEST CASSETTE - 25 T ( IHIV-C42 );ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
113;1130200851;ALINITY C IRON 2300 T - 8P39.20;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
114;1130200852;ALINITY C IRON CALBRATOR - 4U75.01;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
115;1139902043;TINTA STEMPEL BIASA ( BIRU );ST_UMUM;2;;ST_RTU;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
116;1139902044;SABUN CUCI PAKAIAN ( SACHET );ST_UMUM;2;;ST_RTU;;;;SACHET;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
117;1139902045;DOCUMENT KEEPER / CLEAR HOLDER  ISI 20 ( F4 );ST_ADMIN;2;;ST_UMUM;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
118;1130200849;C - REACTIVE PROTEIN ( LATEX ) GEN 3 -  CRPL 3 - 8057575190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
119;1130700029;ELEKTRODE ECG ARBO 200 MEDITRACE 100  ( REFF 31050522 ) -   KENDALL ;SUPPLIES;1;;ST_EJPD;;;;PAK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
120;1130309918;ELECSYS TG II E 2 G 300 TEST - 8906564190 ;ST_IMMUN;1;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
121;1130500830;MAC CONKEY AGAR CM 0007 - OXOID;REAGEN;1;;ST_MIKRO;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
122;1130700031;"ELECTRODE ECG DISPOSIBLE FOR TREADMIL SF 40, SF 11 ( 50 PACK PER PACK ) - ENDO";SUPPLIES;1;;ST_EJPD;;;;PACK;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
123;1130500834;MICROSCAN Inoculum Water with Pluronic  25  ml BECKMAN COULTER  ;REAGEN;1;;ST_MIKRO;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
124;1130500835;MICROSCAN Neg Combo Panel Type 67 BECKMAN COULTER  ( B 1017 - 421 );REAGEN;1;;ST_MIKRO;;;;TEST;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
125;1130400552;LIQUICHEK URINALYSIS CTRL BIORAD  - BILEVEL ( LEVEL 1 & 2 )  KAT. 435;ST_KIMIA;2;;ST_UL;;;;VIAL;;Y;2025-02-14 11:05:12;2025-02-10 11:09:00;500
126;1139800946;INTRA - UTERINE INSEMINATION CATHETERS 180 mm- A1C18 ( COOPER SURGICAL );SUPPLIES;1;;ST_LK;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
127;1130209017;ALBUMIN FS - 102209910022  - PROLINE ;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
128;1139902176;BALIHO;SUPPLIES;1;;ST_RTU;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
129;1139902177;SPANDUK BANNER;SUPPLIES;1;;ST_RTU;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
130;1139902185;REFILL TONER HP 12 A;ST_ADMIN;2;;ST_RTU;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
131;1130209021;ISE REFERENCE ELECTROLYTE 300 ML - 11360981216;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
132;1130208902;CC URIC ACID 1300 TEST - 3P39.22;ST_KIMIA;1;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
133;1130208903;ABBOTT CREATININ 3600T - 4S95.20;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
134;1130309914;STANDART F NS 1 Ag FIA - SD BIOSENSOR ( 10DEN10D );ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
135;1130309915;DENGUE NS 1 Ag 25 TEST - WONDFO;ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
136;1130400542;STERIZYME 5 LITER - J1001;ST_KIMIA;2;;ST_ULFL ;;;;GALON;;Y;2025-02-14 11:05:12;2025-02-10 11:09:00;500
137;1130500828;GENE Xpert ® HCV VIRAL LOAD;REAGEN;1;;ST_MD;;;;TEST;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
138;1130309960;BRAHMS PLGF PLUS K - CAL ( BR 85991 );ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
139;1130309959;BRAHMS PLGF PLUS K - 075 ( BR 859.075 );ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
140;1130309961;BRAHMS PLGF PLUS K - QC ( BR 85992 );ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
141;1130208969;ABBOTT ALBUMIN BCG 2 1044 T - 4T34.20;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
142;1130208970;ABBOTT ALANINE AMINOTRANSFERASE / ALT ( 1200 T ) - 4S88.20;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
143;1139902122;TEH BOTOL SOSRO 220 ML;KONSUMSI;2;;ST_UMUM;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
144;1130600063;CASSETTE  + IP  UKURAN  35 X 43;ST_RADIO;1;;ST_CR;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
145;1130309968;ELECSYS CMV IgG E2G 300 V2 - 9118551190;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
146;1130100188;ABX DILUENT 20 LITER - 901020;ST_HEMA;2;;ST_HEMA;1;1;;GALON;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
147;1130100189;ABX BASOLYSER 5 LITER - 204050;ST_HEMA;2;;ST_HEMA;1;1;;GALON;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
148;1130100190;ABX CLEANER 1 LITER - 903010;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
149;1130100191;NUCEDIFF 1 LITER - 1300027030;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
150;1130100192;ABX LYSEBIO 1 LITER - 906012;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
151;1130100193;"ABX MINOCLAIR 0,5 LITER - 401005";ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
152;1130100194;MINOCALCALIBRATOR 2 ML - 2032002;ST_HEMA;2;;ST_HEMA;1;1;;PCS;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
153;1130100195;DIFFTROL 2N 3 ML - 2062203;ST_HEMA;1;;ST_HEMA;1;1;;VIAL;;Y;2025-02-14 10:12:07;2025-02-10 11:09:00;500
154;1130100196;DIFFTROL 2L 3 ML - 2062207;ST_HEMA;1;;ST_HEMA;1;1;;VIAL;;Y;2025-02-14 10:12:07;2025-02-10 11:09:00;500
155;1130100197;DIFFTROL 2H 3 ML - 2062208;ST_HEMA;1;;ST_HEMA;1;1;;VIAL;;Y;2025-02-14 10:12:07;2025-02-10 11:09:00;500
156;1130208980;ALINITY C TOTAL BILIRUBIN 2750 T - 4V51.21;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
157;1130208901;TOTAL PROTEIN GEN 2  c 503 - 8058652190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
158;1130309787;ELECSYS TSH 300 T -  8443432190 ;ST_IMMUN;2;;ST_IMUNO;1;6;;KIT;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
159;1130200842;BIL D2 1000T COBAS C 503 - 8056951190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
160;1130200843;BILT3 1050 T COBAS C 503 - 8056960190;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
161;1130309992;MEDICHECK COVID 19 - ANTIGEN TEST KIT COLLOIDAL GOLD 25 T ;ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
162;1139902167;LAMPU TL 15  WATT;ST_UMUM;2;;ST_RTU;;;;PCS;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
163;1130309993;INTERSKALA  COVID 19 ( SARS -CoV - 2 ) ANTIGEN TEST KIT COLLOIDAL GOLD 25 T  ( NASAL SWAB );ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
164;1130100180;"LYSERCELL WPC 2 X 1,5 LITER SYSMEX - CS 412800";ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
165;1130100181;FLUOROCELL WPC 2 X 12 ML SYSMEX - BU306227;ST_HEMA;2;;ST_HEMA;1;1;;CATRIDGE;;Y;2025-02-14 10:19:58;2025-02-10 11:09:00;500
166;1130100182;FLUOROCELL RET 2 X 12 ML SYSMEX - BN337547;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:19:58;2025-02-10 11:09:00;500
167;1130100183;FLUOROCELL PLT 2 X 12 ML SYSMEX - CD994563;ST_HEMA;2;;ST_HEMA;1;1;;CATRIDGE;;Y;2025-02-14 10:19:58;2025-02-10 11:09:00;500
168;1130100184;FLUOROCELL WDF 2 X 22 ML SYSMEX - AA325279 ( XN 550 );ST_HEMA;2;;ST_HEMA;1;1;;CATRIDGE;;Y;2025-02-14 10:19:58;2025-02-10 11:09:00;500
169;1130100177;SULFOLYSER 3 X 500 ML SYSMEX - P90411317 ;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
170;1130100178;FLUOROCELL WNR 2 X 82 ML SYSMEX - CP066715;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:19:58;2025-02-10 11:09:00;500
171;1130100179;FLUOROCELL WDF 2 X 42 ML SYSMEX - CV377552 ( XN 1000 );ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:19:58;2025-02-10 11:09:00;500
172;1139902168;REFILL TONER HP 26 A;ST_ADMIN;2;;ST_RTU;;;;pcs;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
173;1130310008;HIV 1/2  Ab 3 - LINE ( FAST CLEAR Q ) - STANDART BIOSENSOR  REF.FCQ-HIV-01A;ST_IMMUN;1;;ST_IMUNO;1;6;;TEST;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
174;1130200014;CC ACID WASH - 6K01.20;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
175;1130200015;MULTI CLEAN - 11360418316;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
176;1130200016;CUP SAMPLE HITACHI;ST_KIMIA;2;;ST_CL;;;;PAK;;Y;2025-02-14 11:05:12;2025-02-10 11:09:00;500
177;1130200017;CC TRIGLYSERIDE - 7D74.21;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
178;1130200019;CC ALT / ALANINE AMINOTRANSFERASE   - 7D56.21;ST_KIMIA;2;;ST_KIMIA;1;5;;SET;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
179;1130200021;CC CHOLESTEROL - 7D62.21;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
180;1130200022;CC AST / ASPARTATE AMINOTRANFERASE - 7D81.21;ST_KIMIA;2;;ST_KIMIA;1;5;;SET;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
181;1130200023;CTRL LP(A) DAICHI H ( 228001 );ST_KIMIA;2;;ST_KIMIA;1;5;;VIAL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
182;1130200024;CTRL LP(A) DAICHI L ( 227998 );ST_KIMIA;2;;ST_KIMIA;1;5;;VIAL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
183;1130200041;APO B AUTO N DAIICHI ( 241819 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
184;1130200042;APO A AUTO N DAIICHI  R1 & R2 ( 241765 );ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
185;1130200057;"SNAPPAK 9180,9181 - 3112349180";ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
186;1130200058;CC HDL LIQ OEM - 3K33.21;ST_KIMIA;2;;ST_KIMIA;1;5;;SET;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
187;1130200061;CC LDL DIRECT MLTGN - 1E31.20;ST_KIMIA;2;;ST_KIMIA;1;5;;SET;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
188;1130200063;CALIB LP(A) H ( 226700 );ST_KIMIA;2;;ST_KIMIA;1;5;;VIAL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
189;1130200064;CALIB LP(A) L ( 226601 );ST_KIMIA;2;;ST_KIMIA;1;5;;VIAL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
190;1130200065;CALIB LP(A) M ( 226618 );ST_KIMIA;2;;ST_KIMIA;1;5;;VIAL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
191;1130200071;G6PD CONTROL NORMAL;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
192;1130200074;CC HDL CALIB - 1E68.03;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
193;1130200081;CC ALKALINE WASH - 9D31.20;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
194;1130200082;CC DETERGENT A - 1J72.20;ST_KIMIA;2;;ST_KIMIA;1;5;;BOTOL;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
195;1130200084;ARCH CONC. WASH BUFFER - 6C54.58;ST_IMMUN;2;;ST_IMUNO;1;6;;BOTOL;;Y;2025-02-14 11:46:03;2025-02-10 11:09:00;500
196;1130200087;HITERGENT - 11223879216;ST_KIMIA;2;;ST_KIMIA;1;5;;KIT;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
197;1130200088;ISETROL ELECT.CTRL (3112888180);ST_KIMIA;2;;ST_KIMIA;1;5;;SET;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
198;PERL-OPERASIONAL2;PERALATAN OPERASIONAL CAT2;FIXASSET;3;;FA-OPER2;;;;UNIT;;Y;2025-02-10 11:22:30;2025-02-10 11:09:00;500
199;113020001;GLUCOSA;"";;;ST_KIMIA;1;5;;PCS;;Y;2025-02-14 11:51:55;2025-02-10 11:09:00;500
200;1130100004;GOLONGAN DARAH ANTI D (Rh)  ;"";1;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:31:18;2025-02-10 11:09:00;500
201;1130100005;CAT GIEMSA 250 ml;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
202;1130100006;SEDIPLAST WITH NA CITRAT 250 PCS/ PAK - PK1 LP 244177 - 250;SUPPLIES;1;;ST_CLK;;;;PCS;;Y;2025-02-10 11:25:17;2025-02-10 11:09:00;500
203;1130100007;BUFFER PRO GIEMSA  1000 ml;ST_HEMA;2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:10:09;2025-02-10 11:09:00;500
204;1130100008;CUVETTE FIBRINTIMER II;SUPPLIES;2;;ST_HEMA;1;1;;BOX;;Y;2025-02-14 10:31:45;2025-02-10 11:09:00;500
205;1130100009;PATHROMTIN SL - OQGS29;"";1;;ST_HEMA;1;1;;VIAL;;Y;2025-02-14 10:32:23;2025-02-10 11:09:00;500
206;1130100010;METHANOL  1000 ML;REAGEN;1;;ST_PL;;;;BOTOL;;Y;2025-02-10 13:08:56;2025-02-10 11:09:00;500
207;1130100011;OIL IMMERSI 100 CC;"";2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:32:02;2025-02-10 11:09:00;500
208;1130100012;PLASMA CONTROL N - ORKE 41;ST_HEMA;1;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:20:22;2025-02-10 11:09:00;500
209;1130100013;ENZYMATIC CLEANER 99644-01;"";2;;ST_HEMA;1;1;;BOTOL;;Y;2025-02-14 10:33:19;2025-02-10 11:09:00;500
210;1130100014;MULTI FIBRIN U - OWZG15;"";2;;ST_HEMA;1;1;;KIT;;Y;2025-02-14 10:34:17;2025-02-10 11:09:00;500
