M_ItemCode;M_ItemDesc;ItemType;ItemGroup;ItemCategoryID;ItemCategoryName;BaseUoM;SalesUOM;PurchaseUOM
1130200042;APO A AUTO N DAIICHI  R1 & R2 ( 241765 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200057;"SNAPPAK 9180,9181 - 3112349180";ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200058;CC HDL LIQ OEM - 3K33.21;ST_KIMIA;ST_KIMIA;2;Inventaris;SET;KIT;KIT
1130200061;CC LDL DIRECT MLTGN - 1E31.20;ST_KIMIA;ST_KIMIA;2;Inventaris;SET;KIT;KIT
1130200063;CALIB LP(A) H ( 226700 );ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130200064;CALIB LP(A) L ( 226601 );ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130200065;CALIB LP(A) M ( 226618 );ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130200071;G6PD CONTROL NORMAL;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;KIT
1130200074;CC HDL CALIB - 1E68.03;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200081;CC ALKALINE WASH - 9D31.20;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;KIT;KIT
1130200082;CC DETERGENT A - 1J72.20;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;KIT;KIT
1130200087;HITERGENT - 11223879216;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200088;ISETROL ELECT.CTRL (3112888180);ST_KIMIA;ST_KIMIA;2;Inventaris;SET;KIT;KIT
113020001;GLUCOSA;"";ST_KIMIA;;;PCS;PCS;PCS
1130200506;CYSTATIN C CALIB - 465321;"";ST_KIMIA;;;KIT;KIT;KIT
1130200095;MAGNESIUM LIQ ( WITH LCF ) MONO - HUMAN ( 10010 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200510;CC UIBC -  4P79.30;"";ST_KIMIA;;;KIT;KIT;KIT
1130200075;SODIUM ELEKTRODE COND.  - 3110362180;ST_KIMIA;ST_CL;2;Inventaris;KIT;KIT;KIT
1130200513;DEPROTONEISER CIII - 20763071122;"";ST_KIMIA;;;VIAL;VIAL;VIAL
1130400246;THC / CANNABINOID-  VICARE;ST_KIMIA;ST_KR;2;Inventaris;PCS;PCS;PCS
1130200032;HYDRAGEL PROTEIN  (e)  K 20 - SEBHIA;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200515;CHOLINESTERASE FS 100 DIASYS;"";ST_KIMIA;;;KIT;KIT;KIT
1130200516;ADV ALT/GPT - 10318168;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;BOTOL
1130200517;ADV AST/GOT ASPARTATE AMINOTRANSFERASE - 103041132;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;BOTOL
1130200518;ADV CHOL 2 - 10376501;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200519;ADV CUVETTE WASH - 10311853;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200520;ADV CUVETTE CONDT - 10311854;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200521;ADV URIC ACID - 10341133;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200522;ADV INCUBATION BATH OIL - 10311855;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200523;ADV CREATININE 2 - 10309050;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200524;ADV TOTAL BIL 2 40 ML - 10341115;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200525;ADV HDL/LDL CALIB - 10311918;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;BOTOL
1130200526;ADV TRIG - 10311837;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200527;ADV GLUH 3 - 10335891;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200528;ADV DLDL - 10311891;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200529;ADV UREA NITROGEN - 10309051;"";ST_KIMIA;;;BOTOL;BOTOL;BOTOL
1130200118;CC H2O / WATER BATH ADDITIVE - 9D29.20;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;KIT;KIT
1130200066;LP ( A ) LATEX SEKISHUI - 224386;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200530;ADV DIRECT HDL - 10309507;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;BOTOL
1130200113;TOTAL LIPID  - MEGA;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200548;HDL CHOLESTEROL PLUS THERMO  - 81823;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200549;LDL CHOLESTEROL THERMO - K1656;"";ST_KIMIA;;;KIT;KIT;KIT
1130200550;E CAL THERMO - 81830;"";ST_KIMIA;;;KIT;KIT;KIT
1130200551;S CAL THERMO - 81831;"";ST_KIMIA;;;KIT;KIT;KIT
1130200552;HDL / LDL CHOL. CALIBRATOR  THERMO - 81657 ;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200554;GLUKOSA;"";ST_KIMIA;;;KIT;KIT;KIT
1130200046;CLEANING SOLUTION  91XX  (125 ml   ) - 3111555180;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130500671;ICT URINE CALIBRATOR - 1E47.02;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200162;CC TOTAL PROTEIN - 7D73.21;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130400546;URINALYSIS REAGEN STRIP 10 PARAMETER - DUS 10 M 100 T - 3014;ST_KIMIA;ST_ULFL ;1;Persediaan;TUBE;TUBE;TUBE
1130208971;ALINITY C AMYLASE 2  ( 4 X 160  T ) - 4T85.20;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130209011;"BC 4 ( ELECTROLYTE ) - Na,K,Cl,Ca, Hct - 25 TEST / KIT  - EDAN ";ST_KIMIA;ST_KIMIA;1;Persediaan;KIT;KIT;KIT
1130209012;CP 100 ( CALIBRANT ) 100 T / KIT - EDAN;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130209013;CONTROL LEVEL 1 - 5 VIAL / 500 - EDAN;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130209014;ALKALINE PHOSPATASE FS IFCC C104419910921 - PROLINE;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130209015;BILLIRUBIN AUTO TOTAL FS 108119910921 - PROLINE;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130209016;BILLIRUBIN AUTO DIRECT FS 108219910921 - PROLINE;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208921;CC CHOLINESTERASE ( 1254 T ) - 6K24.30;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130400538;"EOSIN 0,5% - 250 ML";ST_KIMIA;ST_ULFL ;2;Inventaris;BOTOL;BOTOL;BOTOL
1130208945;COBAS  LP ( A ) GEN. 2 150 TEST - 5852625190;ST_KIMIA;ST_KIMIA;1;Persediaan;KIT;KIT;KIT
1130208946;COBAS PRECI SET LP ( A ) GEN 2 5 X 1 ML - 5852641190;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208947;COBAS PRECICONTROL LP ( A ) GEN 2 - 5852650190;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208951;"ISE PRINTER MODULE , EA - 4430174001";ST_KIMIA;ST_KIMIA;2;Inventaris;BOX;BOX;BOX
1130208899;ARCH CC CKMB REAGENT - 6K25.30;ST_KIMIA;ST_KIMIA;1;Persediaan;KIT;KIT;KIT
1130208900;ARCH CC CKMB CTRL 1 - 6K25.20;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130400549;STONE ANALYISIS SET CHEMICAL QUALITATIVE METHOD BIOLABO - 52315;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130400550;ASAM ASETAT 6% - 100 ML;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;BOTOL
1139800923;AERO LAMP - 9D45.03;ST_KIMIA;ST_CL;2;Inventaris;PCS;PCS;PCS
1130208922;ALINITY URIC ACID - 4U09.20;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208923;ABBOTT ULTRA HDL 1440 T (3K33.22 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208924;ARCHITECT CALCIUM 1500 T  ( 3L79.22 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208925;ABBOTT ALANINE AMINOTRANSFERASE / ALT  ( 3621 T ) -  7D56.22 ;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208926;ABBOTT GAMMA GLUTAMYL TRANSFERASE 1500 T  ( 7D65.22 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208927;ABBOTT TRIGLYCERIDE 3032 T ( 7D74.22 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208928;ABBOTT ASPARTATE AMINOTRANSFERASE / AST(  3621 T ) -  7D81.22 ;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208929;ABBOTT LP ( A ) CONTROL ( 5P84.11 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208930;ABBOTT QUANTIA LP ( A )  ( 7K00.03 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208931;ABBOTT APOLIPOPROTEIN A1 243 T ( 9D92.24 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208932;ABBOTT MULTICONSTITUENT CALIBRATOR ( 1E65.06 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208950;TECHNOPATH MULTICHEM A1C - HBA 1C CONTROL ( 4V06.10 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1139800919;ALINITY C SERIES CUVETTE DRY TIP  - 4S52.01;ST_KIMIA;ST_CL;2;Inventaris;PCS;PCS;PCS
1130400543;ASAM ASETAT - 500 ML;ST_KIMIA;ST_ULFL ;2;Inventaris;BOTOL;BOTOL;BOTOL
1139801006;ACCUPRO TOTAL CHOLESTEROL TEST STRIP -  TC01;ST_KIMIA;ST_KR;1;Persediaan;BOX;BOX;BOX
1130209026;ABBOTT AMYLASE - 4S89.20;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130209019;TRULAB PROLINE - N 590009910061;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208904;SERUM INDEX GEN.2  ( 04489365.190 );ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208933;CC CKMB CALIBRATOR - 6K25.10;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1139800936;Na Cl - 25 ML;ST_KIMIA;ST_KR;2;Inventaris;VIAL;VIAL;VIAL
1130208953;MICROSCAN RENOK DISPOSABLE D- INOCULATOR SETS  BECKMAN COULTER  (  B1013-5 );ST_KIMIA;ST_KIMIA;1;Persediaan;TEST;TEST;TEST
1130208954;MICROSCAN Neg Urine Combo Panel Type 73  BECKMAN COULTER ( B 1017 - 423 ) ;ST_KIMIA;ST_KIMIA;1;Persediaan;TEST;TEST;KIT
1130208905;ALINITY C BILLIRUBIN CALIBRATOR KIT CAL 1 3 X 50 ML CAL 3 X 5 ML - 8P61.01;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130208943;CALCIUM  - LIQUICOLOR  (  10011 ) - HUMAN;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1139800938;ACCUPRO URIC ACID TES STRIP  - UA 01;ST_KIMIA;ST_KR;2;Inventaris;BOX;BOX;BOX
1139800939;ACCUPRO BLOOD GLUKOSE  TES STRIP - BG 01;ST_KIMIA;ST_KR;2;Inventaris;BOX;BOX;BOX
1130400544;URINALYSIS REAGEN STRIPS VERIVY 10 PARAMETER 100 T - U 031 - 102;ST_KIMIA;ST_KR;1;Persediaan;TUBE;TUBE;TUBE
1130209018;TOTAL PROTEIN  FS - 123119910022 - PROLINE;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200591;"HbA1c 2 X 17,1 ML THERMO - 81948";ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200590;CK2 X 25 ML THERMO - 81829;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200589;CALCIUM 8 X 20ML THERMO - 81772;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200588;HBA1c CALIB 3 x 2 ml  THERMO - K 1863 ;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130400253;HCG DEVICE VICARE  - / + ;ST_KIMIA;ST_KR;1;Persediaan;TEST;TEST;TEST
1139800753;PROBE SET C III ROCHE - MAT No. 04793773001 / MAN ID 0454199001;ST_KIMIA;ST_KIMIA;2;Inventaris;UNIT;UNIT;UNIT
1130200816;ALINITY C PANCREATIC AMYLASE REAGENT KIT - 1R04.22;SUPPLIES;ST_KIMIA;1;Persediaan;KIT;KIT;KIT
1130200817;EQAS CLINICAL CHEMISTRY PROGRAM / QC CONTROL 12 X 5 ML - BC50 ( BIORAD );SUPPLIES;ST_KIMIA;1;Persediaan;KIT;KIT;KIT
1139800749;STIK STRIP ASAM URAT;SUPPLIES;ST_KIMIA;1;Persediaan;TEST;TEST;TEST
1130200815;ALINITY C DIRECT LDL - 7P71.20;ST_KIMIA;ST_KIMIA;2;Inventaris;CATRIDGE;CATRIDGE;CATRIDGE
1130400537;TEST KEHAMILAN HCG  STRIP ONCOPROBE - 25 TEST / KIT;ST_KIMIA;ST_ULFL ;1;Persediaan;TEST;TEST;TEST
1139800744;STIK STRIP CHOLESTEROL;SUPPLIES;ST_KIMIA;1;Persediaan;TES;TES;TES
1130200625;LIQUICHECK BLOOD GAS PLUS E CTRL  LEVEL 2 ( 577 );ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130200624;LIQUICHECK BLOOD GAS PLUS E CTRL  LEVEL 1 ( 576 );ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130200611;PRECINORM HBa 1 C - 11488422122;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200620;LYPHOCHECK DIABETES CONTROL LEVEL 1 ( 740 )  BIORAD;ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130200621;LYPHOCHECK DIABETES CONTROL LEVEL 2 ( 740 )  BIORAD ;ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130200598;ELECSYS DILUENT MULTIASSAY -  03609987190;ST_IMMUN;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
CONS00001;REAGEN PREMIER CONSINASI ( HBA 1 C );ST_KIMIA;ST_KIMIA;1;Persediaan;TEST;TEST;TEST
1130200604;SEBIA CAPICLEAN  CAT 2058;ST_KIMIA;ST_HEMA;2;Inventaris;PAK;PAK;PAK
1130200603;CC MCC LIPID / LIPID MULTICONSTITUENT CALIB - 5P56.01 ;ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130200602;COBAS SAMPLE CLEANER 1 - COBAS C  ( 12 X 59 ML ) - 04708725190;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;BOTOL
1130400266;ATLAS CONTROL STRIP 5019;ST_KIMIA;ST_KR;2;Inventaris;BOX;BOX;BOX
1130400265;OPI / MORP INTEC STRIP 50;ST_KIMIA;ST_KR;2;Inventaris;STRIP;STRIP;STRIP
1130400264;THC INTEC STRIP 50;ST_KIMIA;ST_KR;2;Inventaris;STRIP;STRIP;STRIP
1130400263;COCAIN INTEC STRIP 50;ST_KIMIA;ST_KR;2;Inventaris;STRIP;STRIP;STRIP
1130100107;TE CONTROL - N 010 ( NORMAL COAGULATION );ST_KIMIA;ST_HEMA;2;Inventaris;VIAL;VIAL;VIAL
1139800529;AQUADEST 20 LITER;ST_KIMIA;ST_CL;2;Inventaris;GALON;GALON;GALON
1130200595;HBA1c PRE TREATMENT LIQ. 12X20 ML THERMO - K 1924;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200594;HBA1c CONTROL NORMAL 5 X 1 ML THERMO -K1695;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130400261;AMPHETAMIN INTEC STRIP  50;ST_KIMIA;ST_KR;2;Inventaris;STRIP;STRIP;STRIP
1139800517;WATER ONE 1 LITER ONE MED ( AQUADES );ST_KIMIA;ST_CL;2;Inventaris;BOTOL;BOTOL;BOTOL
1130100106;"TE CLOT CALCIUM CHLORIDE 0,025 M";ST_KIMIA;ST_HEMA;2;Inventaris;VIAL;VIAL;VIAL
1130100105;BCB 1% KEMASAN 50 ML;ST_KIMIA;ST_HEMA;2;Inventaris;BOTOL;BOTOL;BOTOL
1130100104;TE CLOTAPTT-S A0320-050;ST_KIMIA;ST_HEMA;2;Inventaris;VIAL;VIAL;VIAL
1130100103;TE CLOT PT-S ( TROMBOPLASTIN ) 4 ML;ST_KIMIA;ST_HEMA;2;Inventaris;VIAL;VIAL;VIAL
1130400259;THC RIGHT SIGN DEVICE  25;ST_KIMIA;ST_KR;1;Persediaan;TEST;TEST;TEST
1130400256;AMPHETAMIN RIGHT SIGN DEVICE 25;ST_KIMIA;ST_KR;1;Persediaan;TEST;TEST;TEST
1130400254;METHAMPHETAMIN RIGHT SIGN STRIPS 50;ST_KIMIA;ST_KR;2;Inventaris;STRIP;STRIP;STRIP
1130500151;SS AGAR 500 Gr - BIOLIFE;ST_KIMIA;ST_MIKRO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130500150;CLED MEDIUM AGAR 500 Gr - BIOLIFE;ST_KIMIA;ST_MIKRO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130500149;MUELLER HINTON AGAR II 500 Gr - BIOLIFE;ST_KIMIA;ST_MIKRO;2;Inventaris;BOTOL;BOTOL;BOTOL
1130500148;VITEX AST ST01 - 41002;ST_KIMIA;ST_MIKRO;2;Inventaris;KIT;KIT;KIT
1130400499;PANDY;ST_KIMIA;ST_KR;2;Inventaris;BOTOL;BOTOL;BOTOL
1130309426;PROTEIN TOTAL IN  URINE / CSF DIALAB 100 T - D03200;ST_IMMUN;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200600;CC MAGNESIUM 1000 T - 3P68.21;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200599;NORTROL - 10 X 5 ml  Thermo -  81043  ;ST_KIMIA;ST_KIMIA;2;Inventaris;VIAL;VIAL;VIAL
1130400268;DOA  / MULTIDRUG TES NARKOBA 3 IN 1  ( 3 PARAMETER );ST_KIMIA;ST_KR;2;Inventaris;TES;TES;TES
1130400262;BENZODIAZEPINE INTEC STRIP 50;ST_KIMIA;ST_KR;2;Inventaris;STRIP;STRIP;STRIP
1130200597;ADV TRIG_2 - 10335892;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;BOTOL
1130400498;NONE APELT;ST_KIMIA;ST_KR;2;Inventaris;BOTOL;BOTOL;BOTOL
1130400497;ESBACH - 100 mL;ST_KIMIA;ST_KR;2;Inventaris;BOTOL;BOTOL;BOTOL
1130400496;ALKOHOL URINE ;ST_KIMIA;ST_KR;2;Inventaris;TES;TES;TES
1130500160;REAGENT RESERVOIR 50 ML COBAS 4800 - 5232732001;ST_KIMIA;ST_MD;1;Persediaan;BOTOL;BOTOL;BOTOL
1130500159;KIT COBAS 4800 HPV CONTROLS 10 SET IVD - 5235855190;ST_KIMIA;ST_MD;2;Inventaris;KIT;KIT;KIT
1130500158;COBAS 4800 SYSTEM MICROWELL PLATE AND SEALING FILM - 5232724001;ST_KIMIA;ST_MD;2;Inventaris;KIT;KIT;KIT
1130500157;COBAS 4800 SYSTEEM EXTRACTION PLATE - 5232716001;ST_KIMIA;ST_MD;2;Inventaris;KIT;KIT;KIT
1130500156;"KIT COBAS 4800 SYS WASH BUFFER ( HPV, CT/NG ) - 5235863190";ST_KIMIA;ST_MD;2;Inventaris;KIT;KIT;KIT
1130500155;TIP HIGH VOL CORE TIP WITH FILTER 1 ML COBAS - 4639642001;ST_KIMIA;ST_MD;2;Inventaris;PACK;PACK;PACK
1130500154;"KIT COBAS 4800 SYS SAMPLE PREPARATION ( HPC, CT/NG ) 5235782190";ST_KIMIA;ST_MD;2;Inventaris;KIT;KIT;KIT
1130500153;KIT COBAS 4800 SYS LIQ CYT PREP 240 T IVD - 5235812190;ST_KIMIA;ST_MD;2;Inventaris;KIT;KIT;KIT
1130500152;KIT COBAS 4800 HPV / AMP / DET 240 T IVD - 5235901190;ST_KIMIA;ST_MD;2;Inventaris;KIT;KIT;KIT
1139800600;TRANSFER PIPPETTE STERIL 3 ML;ST_KIMIA;ST_MD;2;Inventaris;PCS;PCS;PCS
1130400277;SPERMA RINSE 30 ML;ST_KIMIA;ST_KR;2;Inventaris;BOTOL;BOTOL;BOTOL
1130400276;SPERMA GRAD KIT ;ST_KIMIA;ST_KR;2;Inventaris;BOX;BOX;BOX
1139900954;FORMULIR PEMUSNAHAN SAMPLE ;ST_KIMIA;ST_CETAK;2;Inventaris;BUKU;BUKU;BUKU
1139900921;LAMPU HALOGEN  C 311 / C501 ( 4813707001 );ST_KIMIA;ST_RTU;2;Inventaris;PCS;PCS;PCS
1130200687;KCL ( REFFERENCE ELEKTROLIT ) 5 X 300 - 113060981216;ST_KIMIA;ST_KIMIA;2;Inventaris;BOTOL;BOTOL;KIT
1130200709;ELECTRODE ISE REFERENCE 91XX - 3112306180;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200708;ELECTRODE REF HOUSING 91XX  - 3112284180;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1139800636;SAMPLE CUP MICRO 13/16 ( 2 X 450 PCS ) COBAS 311 - 5085713001;SUPPLIES;ST_KIMIA;1;Persediaan;PAK;PAK;PAK
1130200711;TINA QUANT HAEMOGLOBIN A1c GEN.3 - 5336163190;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
1130200834;ACID WASH 2 X 2 LITER - 08302723190;ST_KIMIA;ST_KIMIA;2;Inventaris;KIT;KIT;KIT
